"","Gene_symbol","Transcript","Ensembl","Ensembl_biomart"
"2468","CUTA","NM_015921","ENSG00000112514","ENSG00000226492"
"2469","NSDHL","NM_015922","ENSG00000147383","ENSG00000147383"
"2470","TEX264","NM_015926","ENSG00000164081","ENSG00000164081"
"2471","LIPT1","NM_015929","ENSG00000144182","ENSG00000144182"
"2472","POMP","NM_015932","ENSG00000132963","ENSG00000132963"
"2473","NOP58","NM_015934","ENSG00000055044","ENSG00000055044"
"2474","PIGT","NM_015937","ENSG00000124155","ENSG00000124155"
"2475","NMD3","NM_015938","ENSG00000169251","ENSG00000169251"
"2476","ATP6V1H","NM_015941","ENSG00000047249","ENSG00000047249"
"2477","MTERFD1","NM_015942","ENSG00000156469",NA
"2478","SLC35C2","NM_015945","ENSG00000080189","ENSG00000080189"
"2479","PELO","NM_015946","ENSG00000152684","ENSG00000152684"
"2480","GET4","NM_015949","ENSG00000105972","ENSG00000239857"
"2481","MRPL2","NM_015950","ENSG00000112651","ENSG00000112651"
"2482","RWDD1","NM_015952","ENSG00000111832","ENSG00000111832"
"2483","DERA","NM_015954","ENSG00000023697","ENSG00000023697"
"2484","MEMO1","NM_015955","ENSG00000162959","ENSG00000162959"
"2485","MRPL4","NM_015956","ENSG00000105364","ENSG00000105364"
"2486","APIP","NM_015957","ENSG00000149089","ENSG00000149089"
"2487","DPH5","NM_015958","ENSG00000117543","ENSG00000117543"
"2488","TMX2","NM_015959","ENSG00000213593","ENSG00000213593"
"2489","FCF1","NM_015962","ENSG00000119616","ENSG00000119616"
"2490","THAP4","NM_015963","ENSG00000215698","ENSG00000176946"
"2491","NDUFA13","NM_015965","ENSG00000130288","ENSG00000186010"
"2492","ERGIC3","NM_015966","ENSG00000125991","ENSG00000125991"
"2493","MRPS17","NM_015969","ENSG00000154999","ENSG00000239789"
"2494","MRPS7","NM_015971","ENSG00000125445","ENSG00000125445"
"2495","POLR1D","NM_015972","ENSG00000186184","ENSG00000186184"
"2496","UBE2D4","NM_015983","ENSG00000078967","ENSG00000078967"
"2497","UCHL5","NM_015984","ENSG00000116750","ENSG00000116750"
"2498","HEBP1","NM_015987","ENSG00000013583","ENSG00000013583"
"2499","KLHL5","NM_015990","ENSG00000109790","ENSG00000109790"
"2500","ATP6V1D","NM_015994","ENSG00000100554","ENSG00000100554"
"2501","RRNAD1","NM_015997","ENSG00000143303","ENSG00000143303"
"2502","ADIPOR1","NM_015999","ENSG00000159346","ENSG00000159346"
"2503","SH3GLB1","NM_016009","ENSG00000097033","ENSG00000097033"
"2504","FAM108B1","NM_016014","ENSG00000107362",NA
"2505","SLC25A39","NM_016016","ENSG00000013306","ENSG00000013306"
"2506","PHF20L1","NM_016018","ENSG00000129292","ENSG00000129292"
"2507","LUC7L2","NM_016019","ENSG00000146963","ENSG00000146963"
"2508","TFB1M","NM_016020","ENSG00000029639","ENSG00000029639"
"2509","UBE2J1","NM_016021","ENSG00000198833","ENSG00000198833"
"2510","APH1A","NM_016022","ENSG00000117362","ENSG00000117362"
"2511","SUV420H1","NM_016028","ENSG00000110066",NA
"2512","TRAPPC12","NM_016030","ENSG00000171853","ENSG00000171853"
"2513","TRAPPC12","NM_016030","ENSG00000171853","ENSG00000274891"
"2514","RMDN1","NM_016033","ENSG00000176623","ENSG00000176623"
"2515","MRPS2","NM_016034","ENSG00000122140","ENSG00000122140"
"2516","COQ4","NM_016035","ENSG00000167113","ENSG00000167113"
"2517","UTP11L","NM_016037","ENSG00000183520",NA
"2518","SBDS","NM_016038","ENSG00000126524","ENSG00000126524"
"2519","C14orf166","NM_016039","ENSG00000087302","ENSG00000087302"
"2520","TMED5","NM_016040","ENSG00000117500","ENSG00000117500"
"2521","DERL2","NM_016041","ENSG00000072849","ENSG00000072849"
"2522","SLMO2","NM_016045","ENSG00000101166",NA
"2523","EXOSC1","NM_016046","ENSG00000171311","ENSG00000171311"
"2524","SF3B14","NM_016047","ENSG00000115128",NA
"2525","EMC9","NM_016049","ENSG00000100908","ENSG00000100908"
"2526","MRPL11","NM_016050","ENSG00000174547","ENSG00000174547"
"2527","MRPL48","NM_016055","ENSG00000175581","ENSG00000175581"
"2528","TMBIM4","NM_016056","ENSG00000155957","ENSG00000155957"
"2529","COPZ1","NM_016057","ENSG00000111481","ENSG00000111481"
"2530","TPRKB","NM_016058","ENSG00000144034","ENSG00000144034"
"2531","MED31","NM_016060","ENSG00000108590","ENSG00000108590"
"2532","FAM96B","NM_016062","ENSG00000166595","ENSG00000166595"
"2533","MRPS16","NM_016065","ENSG00000182180","ENSG00000182180"
"2534","MRPS18C","NM_016067","ENSG00000163319","ENSG00000163319"
"2535","FIS1","NM_016068","ENSG00000214253","ENSG00000214253"
"2536","PAM16","NM_016069","ENSG00000217930","ENSG00000282228"
"2537","PAM16","NM_016069","ENSG00000217930","ENSG00000217930"
"2538","MRPS23","NM_016070","ENSG00000181610","ENSG00000181610"
"2539","MRPS33","NM_016071","ENSG00000090263","ENSG00000090263"
"2540","GOLT1B","NM_016072","ENSG00000111711","ENSG00000111711"
"2541","BOLA1","NM_016074","ENSG00000178096","ENSG00000178096"
"2542","VPS36","NM_016075","ENSG00000136100","ENSG00000136100"
"2543","PTRH2","NM_016077","ENSG00000141378","ENSG00000141378"
"2544","TVP23B","NM_016078","ENSG00000171928","ENSG00000171928"
"2545","CDK5RAP1","NM_016082","ENSG00000101391","ENSG00000101391"
"2546","ATRAID","NM_016085","ENSG00000138085","ENSG00000138085"
"2547","STYXL1","NM_016086","ENSG00000127952","ENSG00000127952"
"2548","RBM7","NM_016090","ENSG00000076053","ENSG00000076053"
"2549","EIF3L","NM_016091","ENSG00000100129","ENSG00000100129"
"2550","RPL26L1","NM_016093","ENSG00000037241","ENSG00000037241"
"2551","ZNF706","NM_016096","ENSG00000120963","ENSG00000120963"
"2552","IER3IP1","NM_016097","ENSG00000134049","ENSG00000134049"
"2553","GOLGA7","NM_016099","ENSG00000147533","ENSG00000147533"
"2554","NAA20","NM_016100","ENSG00000173418","ENSG00000173418"
"2555","NIP7","NM_016101","ENSG00000132603","ENSG00000132603"
"2556","SCFD1","NM_016106","ENSG00000092108","ENSG00000092108"
"2557","ZFR","NM_016107","ENSG00000056097","ENSG00000056097"
"2558","TELO2","NM_016111","ENSG00000100726","ENSG00000100726"
"2559","NUB1","NM_016118","ENSG00000013374","ENSG00000013374"
"2560","TMEM66","NM_016127","ENSG00000133872",NA
"2561","COPG1","NM_016128","ENSG00000181789","ENSG00000181789"
"2562","COPS4","NM_016129","ENSG00000138663","ENSG00000138663"
"2563","RAB10","NM_016131","ENSG00000084733","ENSG00000084733"
"2564","INSIG2","NM_016133","ENSG00000125629","ENSG00000125629"
"2565","CHCHD2","NM_016139","ENSG00000106153","ENSG00000106153"
"2566","DYNC1LI1","NM_016141","ENSG00000144635","ENSG00000144635"
"2567","HSD17B12","NM_016142","ENSG00000149084","ENSG00000149084"
"2568","NSFL1C","NM_016143","ENSG00000088833","ENSG00000088833"
"2569","COMMD10","NM_016144","ENSG00000145781","ENSG00000145781"
"2570","WDR83OS","NM_016145","ENSG00000105583","ENSG00000105583"
"2571","TRAPPC4","NM_016146","ENSG00000196655","ENSG00000196655"
"2572","TRAPPC4","NM_016146","ENSG00000196655","ENSG00000280495"
"2573","PIAS1","NM_016166","ENSG00000033800","ENSG00000033800"
"2574","NOL7","NM_016167","ENSG00000137420","ENSG00000225921"
"2575","HEMK1","NM_016173","ENSG00000114735","ENSG00000114735"
"2576","SDF4","NM_016176","ENSG00000078808","ENSG00000078808"
"2577","MRTO4","NM_016183","ENSG00000053372","ENSG00000053372"
"2578","RBM19","NM_016196","ENSG00000122965","ENSG00000122965"
"2579","LSM7","NM_016199","ENSG00000130332","ENSG00000130332"
"2580","NAA38","NM_016200","ENSG00000128534","ENSG00000183011"
"2581","ZNF580","NM_016202","ENSG00000213015","ENSG00000213015"
"2582","PDGFC","NM_016205","ENSG00000145431","ENSG00000145431"
"2583","VPS28","NM_016208","ENSG00000160948","ENSG00000160948"
"2584","TRAPPC2L","NM_016209","ENSG00000167515","ENSG00000167515"
"2585","TRIP4","NM_016213","ENSG00000103671","ENSG00000103671"
"2586","POLK","NM_016218","ENSG00000122008","ENSG00000122008"
"2587","MAN1B1","NM_016219","ENSG00000177239","ENSG00000177239"
"2588","DCTN4","NM_016221","ENSG00000132912","ENSG00000132912"
"2589","DDX41","NM_016222","ENSG00000183258","ENSG00000183258"
"2590","SNX9","NM_016224","ENSG00000130340","ENSG00000130340"
"2591","VPS29","NM_016226","ENSG00000111237","ENSG00000111237"
"2592","ANAPC5","NM_016237","ENSG00000089053","ENSG00000089053"
"2593","ANAPC7","NM_016238","ENSG00000196510","ENSG00000196510"
"2594","FAM8A1","NM_016255","ENSG00000137414","ENSG00000137414"
"2595","YTHDF2","NM_016258","ENSG00000198492","ENSG00000198492"
"2596","FZR1","NM_016263","ENSG00000105325","ENSG00000105325"
"2597","SELT","NM_016275","ENSG00000198843",NA
"2598","AK3","NM_016282","ENSG00000147853","ENSG00000147853"
"2599","CNOT1","NM_016284","ENSG00000125107","ENSG00000125107"
"2600","HP1BP3","NM_016287","ENSG00000127483","ENSG00000127483"
"2601","CAB39","NM_016289","ENSG00000135932","ENSG00000135932"
"2602","PCYOX1","NM_016297","ENSG00000116005","ENSG00000116005"
"2603","HSPA14","NM_016299","ENSG00000187522","ENSG00000187522"
"2604","GPN3","NM_016301","ENSG00000111231","ENSG00000111231"
"2605","CRBN","NM_016302","ENSG00000113851","ENSG00000113851"
"2606","SS18L2","NM_016305","ENSG00000008324","ENSG00000008324"
"2607","DNAJB11","NM_016306","ENSG00000090520","ENSG00000090520"
"2608","CMPK1","NM_016308","ENSG00000162368","ENSG00000162368"
"2609","POLR3K","NM_016310","ENSG00000161980","ENSG00000161980"
"2610","ATPIF1","NM_016311","ENSG00000130770","ENSG00000130770"
"2611","WBP11","NM_016312","ENSG00000084463","ENSG00000084463"
"2612","COPS7A","NM_016319","ENSG00000111652","ENSG00000111652"
"2613","RAB14","NM_016322","ENSG00000119396","ENSG00000119396"
"2614","ZNF274","NM_016324","ENSG00000171606","ENSG00000171606"
"2615","ZNF639","NM_016331","ENSG00000121864","ENSG00000121864"
"2616","ZDHHC2","NM_016353","ENSG00000104219","ENSG00000104219"
"2617","DDX47","NM_016355","ENSG00000213782","ENSG00000213782"
"2618","TACO1","NM_016360","ENSG00000136463","ENSG00000136463"
"2619","ANKFY1","NM_016376","ENSG00000185722","ENSG00000185722"
"2620","NOP16","NM_016391","ENSG00000048162","ENSG00000048162"
"2621","TRIAP1","NM_016399","ENSG00000170855","ENSG00000170855"
"2622","HYPK","NM_016400","ENSG00000140264","ENSG00000242028"
"2623","C11orf73","NM_016401","ENSG00000149196",NA
"2624","CWC15","NM_016403","ENSG00000150316","ENSG00000150316"
"2625","TRMT112","NM_016404","ENSG00000173113","ENSG00000173113"
"2626","UFC1","NM_016406","ENSG00000143222","ENSG00000143222"
"2627","RTFDC1","NM_016407","ENSG00000022277","ENSG00000022277"
"2628","CHMP5","NM_016410","ENSG00000086065","ENSG00000086065"
"2629","GLRX5","NM_016417","ENSG00000182512","ENSG00000182512"
"2630","RNF141","NM_016422","ENSG00000110315","ENSG00000110315"
"2631","GLTP","NM_016433","ENSG00000139433","ENSG00000139433"
"2632","VRK3","NM_016440","ENSG00000105053","ENSG00000105053"
"2633","ERAP1","NM_016442","ENSG00000164307","ENSG00000164307"
"2634","COPB1","NM_016451","ENSG00000129083","ENSG00000129083"
"2635","NCKIPSD","NM_016453","ENSG00000213672","ENSG00000213672"
"2636","EMC4","NM_016454","ENSG00000128463","ENSG00000128463"
"2637","TMEM9","NM_016456","ENSG00000116857","ENSG00000116857"
"2638","TMEM14C","NM_016462","ENSG00000111843","ENSG00000111843"
"2639","CXXC5","NM_016463","ENSG00000171604","ENSG00000171604"
"2640","ANKRD39","NM_016466","ENSG00000213337","ENSG00000213337"
"2641","ORMDL1","NM_016467","ENSG00000128699","ENSG00000128699"
"2642","COX16","NM_016468","ENSG00000133983","ENSG00000133983"
"2643","C20orf111","NM_016470","ENSG00000132823",NA
"2644","CCDC174","NM_016474","ENSG00000154781","ENSG00000154781"
"2645","JKAMP","NM_016475","ENSG00000050130","ENSG00000050130"
"2646","ANAPC11","NM_016476","ENSG00000141552","ENSG00000141552"
"2647","PAIP2","NM_016480","ENSG00000120727","ENSG00000120727"
"2648","PDZD11","NM_016484","ENSG00000120509","ENSG00000120509"
"2649","VTA1","NM_016485","ENSG00000009844","ENSG00000009844"
"2650","TMEM69","NM_016486","ENSG00000159596","ENSG00000159596"
"2651","PPHLN1","NM_016488","ENSG00000134283","ENSG00000134283"
"2652","NT5C3","NM_016489","ENSG00000122643",NA
"2653","MRPL37","NM_016491","ENSG00000116221","ENSG00000116221"
"2654","RANGRF","NM_016492","ENSG00000108961","ENSG00000108961"
"2655","RNF181","NM_016494","ENSG00000168894","ENSG00000168894"
"2656","TBC1D7","NM_016495","ENSG00000145979","ENSG00000145979"
"2657","2-Mar","NM_016496","ENSG00000099785",NA
"2658","MRPL51","NM_016497","ENSG00000111639","ENSG00000111639"
"2659","PBDC1","NM_016500","ENSG00000102390","ENSG00000102390"
"2660","MRPL27","NM_016504","ENSG00000108826","ENSG00000108826"
"2661","KBTBD4","NM_016506","ENSG00000123444","ENSG00000123444"
"2662","C9orf78","NM_016520","ENSG00000136819","ENSG00000136819"
"2663","UBAP1","NM_016525","ENSG00000165006","ENSG00000165006"
"2664","KLF3","NM_016531","ENSG00000109787","ENSG00000109787"
"2665","INPP5K","NM_016532","ENSG00000132376","ENSG00000132376"
"2666","SCAND1","NM_016558","ENSG00000171222","ENSG00000171222"
"2667","BFAR","NM_016561","ENSG00000103429","ENSG00000103429"
"2668","BFAR","NM_016561","ENSG00000103429","ENSG00000275618"
"2669","COA4","NM_016565","ENSG00000181924","ENSG00000181924"
"2670","BCCIP","NM_016567","ENSG00000107949","ENSG00000107949"
"2671","ERGIC2","NM_016570","ENSG00000087502","ENSG00000087502"
"2672","GMPR2","NM_016576","ENSG00000100938","ENSG00000100938"
"2673","CD320","NM_016579","ENSG00000167775","ENSG00000167775"
"2674","ECSIT","NM_016581","ENSG00000130159","ENSG00000130159"
"2675","TIMMDC1","NM_016589","ENSG00000113845","ENSG00000113845"
"2676","ZDHHC3","NM_016598","ENSG00000163812","ENSG00000163812"
"2677","ZDHHC3","NM_016598","ENSG00000163812","ENSG00000280674"
"2678","ARMCX3","NM_016607","ENSG00000102401","ENSG00000102401"
"2679","TDP2","NM_016614","ENSG00000111802","ENSG00000111802"
"2680","KRCC1","NM_016618","ENSG00000172086","ENSG00000172086"
"2681","ZNF644","NM_016620","ENSG00000122482","ENSG00000122482"
"2682","MRPL35","NM_016622","ENSG00000132313","ENSG00000132313"
"2683","RSRC1","NM_016625","ENSG00000174891","ENSG00000174891"
"2684","WAC","NM_016628","ENSG00000095787","ENSG00000095787"
"2685","SPG21","NM_016630","ENSG00000090487","ENSG00000090487"
"2686","ARL6IP4","NM_016638","ENSG00000182196","ENSG00000182196"
"2687","MRPS30","NM_016640","ENSG00000112996","ENSG00000112996"
"2688","GDE1","NM_016641","ENSG00000006007","ENSG00000006007"
"2689","ESF1","NM_016649","ENSG00000089048","ENSG00000089048"
"2690","CRNKL1","NM_016652","ENSG00000101343","ENSG00000101343"
"2691","OGG1","NM_016827","ENSG00000114026","ENSG00000114026"
"2692","NUP54","NM_017426","ENSG00000138750","ENSG00000138750"
"2693","PTOV1","NM_017432","ENSG00000104960","ENSG00000104960"
"2694","CPSF2","NM_017437","ENSG00000165934","ENSG00000165934"
"2695","POLE3","NM_017443","ENSG00000148229","ENSG00000148229"
"2696","CHRAC1","NM_017444","ENSG00000104472","ENSG00000104472"
"2697","TMED9","NM_017510","ENSG00000184840","ENSG00000184840"
"2698","HAUS7","NM_017518","ENSG00000183479","ENSG00000213397"
"2699","LEPROT","NM_017526","ENSG00000213625","ENSG00000213625"
"2700","WBSCR22","NM_017528","ENSG00000071462",NA
"2701","CNOT11","NM_017546","ENSG00000158435","ENSG00000158435"
"2702","FOXRED1","NM_017547","ENSG00000110074","ENSG00000110074"
"2703","CDV3","NM_017548","ENSG00000091527","ENSG00000091527"
"2704","ZRANB1","NM_017580","ENSG00000019995","ENSG00000019995"
"2705","UBE2Q1","NM_017582","ENSG00000160714","ENSG00000160714"
"2706","TRIM44","NM_017583","ENSG00000166326","ENSG00000166326"
"2707","ZC3H7B","NM_017590","ENSG00000100403","ENSG00000100403"
"2708","MED29","NM_017592","ENSG00000063322","ENSG00000063322"
"2709","NKIRAS2","NM_017595","ENSG00000168256","ENSG00000168256"
"2710","VEZT","NM_017599","ENSG00000028203","ENSG00000028203"
"2711","OTUD5","NM_017602","ENSG00000068308","ENSG00000068308"
"2712","RNF111","NM_017610","ENSG00000157450","ENSG00000157450"
"2713","NSMCE4A","NM_017615","ENSG00000107672","ENSG00000107672"
"2714","C17orf59","NM_017622","ENSG00000196544",NA
"2715","CNNM3","NM_017623","ENSG00000168763","ENSG00000168763"
"2716","DNAJB12","NM_017626","ENSG00000148719","ENSG00000148719"
"2717","FTSJ3","NM_017647","ENSG00000108592","ENSG00000108592"
"2718","DYM","NM_017653","ENSG00000141627","ENSG00000141627"
"2719","AFTPH","NM_017657","ENSG00000119844","ENSG00000119844"
"2720","GATAD2A","NM_017660","ENSG00000167491","ENSG00000167491"
"2721","ZNF280D","NM_017661","ENSG00000137871","ENSG00000137871"
"2722","ANKRD10","NM_017664","ENSG00000088448","ENSG00000088448"
"2723","ZCCHC10","NM_017665","ENSG00000155329","ENSG00000155329"
"2724","OTUB1","NM_017670","ENSG00000167770","ENSG00000167770"
"2725","DEF8","NM_017702","ENSG00000140995","ENSG00000140995"
"2726","WDR55","NM_017706","ENSG00000120314","ENSG00000120314"
"2727","PGPEP1","NM_017712","ENSG00000130517","ENSG00000130517"
"2728","ZNF3","NM_017715","ENSG00000166526","ENSG00000166526"
"2729","CC2D1A","NM_017721","ENSG00000132024","ENSG00000132024"
"2730","TRMT1","NM_017722","ENSG00000104907","ENSG00000104907"
"2731","LRRFIP2","NM_017724","ENSG00000093167","ENSG00000093167"
"2732","TMEM214","NM_017727","ENSG00000119777","ENSG00000119777"
"2733","QRICH1","NM_017730","ENSG00000198218","ENSG00000198218"
"2734","PIGG","NM_017733","ENSG00000174227","ENSG00000174227"
"2735","POMGNT1","NM_017739","ENSG00000085998","ENSG00000085998"
"2736","ANKHD1","NM_017747","ENSG00000131503","ENSG00000131503"
"2737","CWC25","NM_017748","ENSG00000108296","ENSG00000276761"
"2738","CWC25","NM_017748","ENSG00000108296","ENSG00000273559"
"2739","AMBRA1","NM_017749","ENSG00000110497","ENSG00000110497"
"2740","SMPD4","NM_017751","ENSG00000136699","ENSG00000136699"
"2741","NSUN2","NM_017755","ENSG00000037474","ENSG00000037474"
"2742","ALKBH5","NM_017758","ENSG00000091542","ENSG00000091542"
"2743","PNRC2","NM_017761","ENSG00000189266","ENSG00000189266"
"2744","PQLC2","NM_017765","ENSG00000040487","ENSG00000040487"
"2745","LRRC40","NM_017768","ENSG00000066557","ENSG00000066557"
"2746","FAM208B","NM_017782","ENSG00000108021","ENSG00000108021"
"2747","WBP1L","NM_017787","ENSG00000166272","ENSG00000166272"
"2748","BTBD2","NM_017797","ENSG00000133243","ENSG00000133243"
"2749","YTHDF1","NM_017798","ENSG00000149658","ENSG00000149658"
"2750","HEATR2","NM_017802","ENSG00000164818",NA
"2751","OSGEP","NM_017807","ENSG00000092094","ENSG00000092094"
"2752","ZSCAN32","NM_017810","ENSG00000140987","ENSG00000140987"
"2753","UBE2R2","NM_017811","ENSG00000107341","ENSG00000107341"
"2754","CHCHD3","NM_017812","ENSG00000106554","ENSG00000106554"
"2755","IMPAD1","NM_017813","ENSG00000104331","ENSG00000104331"
"2756","TMEM161A","NM_017814","ENSG00000064545","ENSG00000064545"
"2757","HAUS4","NM_017815","ENSG00000092036","ENSG00000092036"
"2758","TRMT10C","NM_017819","ENSG00000174173","ENSG00000174173"
"2759","KANSL2","NM_017822","ENSG00000139620","ENSG00000139620"
"2760","5-Mar","NM_017824","ENSG00000198060",NA
"2761","ADPRHL2","NM_017825","ENSG00000116863","ENSG00000116863"
"2762","CECR5","NM_017829","ENSG00000069998",NA
"2763","OCIAD1","NM_017830","ENSG00000109180","ENSG00000109180"
"2764","FAM206A","NM_017832","ENSG00000119328","ENSG00000119328"
"2765","SLC41A3","NM_017836","ENSG00000114544","ENSG00000114544"
"2766","NHP2","NM_017838","ENSG00000145912","ENSG00000145912"
"2767","MRPL16","NM_017840","ENSG00000166902","ENSG00000166902"
"2768","SDHAF2","NM_017841","ENSG00000167985","ENSG00000167985"
"2769","SLC48A1","NM_017842","ENSG00000211584","ENSG00000211584"
"2770","TRNAU1AP","NM_017846","ENSG00000180098","ENSG00000180098"
"2771","TMEM127","NM_017849","ENSG00000135956","ENSG00000135956"
"2772","C1orf109","NM_017850","ENSG00000116922","ENSG00000116922"
