Ensembl	species	Gene	cell type	nicknames	ubiquitousness index	product description	gene type	canonical marker	germ layer	organ	sensitivity_human	sensitivity_mouse	specificity_human	specificity_mouse
ENSG00000132470	Mm Hs	ITGB4	Oligodendrocytes	CD104	0.013	integrin subunit beta 4	protein-coding gene	1	Ectoderm	Brain	0	0.0871314	0.0142225	0.00998314
ENSG00000176658	Mm Hs	MYO1D	Oligodendrocytes	KIAA0727|myr4|PPP1R108	0.01	myosin ID	protein-coding gene	1	Ectoderm	Brain	0	0.0227882	0.0183312	0.00775717
ENSG00000073417	Mm Hs	PDE8A	Oligodendrocytes	HsT19550	0.015	phosphodiesterase 8A	protein-coding gene	1	Ectoderm	Brain	0	0.0871314	0.00379267	0.0147049
ENSG00000066629	Mm Hs	EML1	Oligodendrocytes	EMAP|HuEMAP|ELP79|EMAPL	0.002	echinoderm microtubule associated protein like 1	protein-coding gene	1	Ectoderm	Brain	0	0.0160858	0.00158028	0.00202361
ENSG00000197892	Mm Hs	KIF13B	Oligodendrocytes	GAKIN|KIAA0639	0.002	kinesin family member 13B	protein-coding gene	1	Ectoderm	Brain	0	0.0160858	0	0.00242833
ENSG00000164627	Mm Hs	KIF6	Oligodendrocytes	dJ1043E3.1|MGC33317|dJ137F1.4|dJ188D3.1|DKFZp451I2418|C6orf102	0.001	kinesin family member 6	protein-coding gene	1	Ectoderm	Brain	0	0	0.00252845	0.0010118
ENSG00000172548	Mm Hs	NIPAL4	Oligodendrocytes	ICHYN	0.002	NIPA like domain containing 4	protein-coding gene	1	Ectoderm	Brain	0	0.0469169	0	0.000876897
ENSG00000103184	Mm Hs	SEC14L5	Oligodendrocytes	KIAA0420|PRELID4B	0.001	SEC14 like lipid binding 5	protein-coding gene	1	Ectoderm	Brain	0	0.038874	0	0
ENSG00000170374	Mm Hs	SP7	Oligodendrocytes	osterix|OSX	0.001	Sp7 transcription factor	protein-coding gene	1	Ectoderm	Brain	0	0	0	0.00175379
ENSG00000147488	Mm Hs	ST18	Oligodendrocytes	KIAA0535|ZC2HC10|NZF3|ZC2H2C3|ZNF387	0.006	"ST18, C2H2C-type zinc finger"	protein-coding gene	1	Ectoderm	Brain	1	0.0402145	0.00126422	0.00397976
ENSG00000149599	Mm Hs	DUSP15	Oligodendrocytes	bA243J16.6|VHY|FLJ20645|bA243J16.5|C20orf57	0.02	dual specificity phosphatase 15	protein-coding gene	1	Ectoderm	Brain	0	0.284182	0.0309735	0.00559865
ENSG00000067606	Mm Hs	PRKCZ	Oligodendrocytes	PKC2	0.022	protein kinase C zeta	protein-coding gene	1	Ectoderm	Brain	0	0.203753	0	0.0192917
ENSG00000141337	Mm Hs	ARSG	Oligodendrocytes	KIAA1001	0.008	arylsulfatase G	protein-coding gene	1	Ectoderm	Brain	0	0.178284	0.00126422	0.00134907
ENSG00000141458	Mm Hs	NPC1	Oligodendrocytes	SLC65A1	0.006	NPC intracellular cholesterol transporter 1	protein-coding gene	1	Ectoderm	Brain	0	0.0817694	0	0.00350759
ENSG00000105695	Mm Hs	MAG	Oligodendrocytes	SIGLEC4A|SIGLEC-4A|S-MAG|GMA	0.045	myelin associated glycoprotein	protein-coding gene	1	Ectoderm	Brain	1	0.989276	0.00221239	0.00661046
ENSG00000125454	Mm Hs	SLC25A19	Oligodendrocytes	DNC|MUP1|MCPHA	0.006	solute carrier family 25 member 19	protein-coding gene	1	Ectoderm	Brain	0	0.0107239	0.000316056	0.00674536
ENSG00000054690	Mm Hs	PLEKHH1	Oligodendrocytes	KIAA1200	0.002	"pleckstrin homology, MyTH4 and FERM domain containing H1"	protein-coding gene	1	Ectoderm	Brain	0.321429	0.0321716	0	0.000269815
ENSG00000205116	Mm Hs	TMEM88B	Oligodendrocytes	NA	0.034	transmembrane protein 88B	protein-coding gene	1	Ectoderm	Brain	0	0.849866	0	0.0018887
ENSG00000244274	Mm Hs	DBNDD2	Oligodendrocytes	HSMNP1|C20orf35	0.014	dysbindin domain containing 2	protein-coding gene	1	Ectoderm	Brain	0	0.285523	0	0.00384486
ENSG00000108947	Mm Hs	EFNB3	Oligodendrocytes	LERK-8|EPLG8	0.046	ephrin B3	protein-coding gene	1	Ectoderm	Brain	0	0.810992	0.00252845	0.0186172
ENSG00000104205	Mm Hs	SGK3	Oligodendrocytes	SGK2|SGKL	0.014	serum/glucocorticoid regulated kinase family member 3	protein-coding gene	1	Ectoderm	Brain	0	0.00268097	0	0.0153794
ENSG00000177666	Mm Hs	PNPLA2	Oligodendrocytes	desnutrin|TTS-2.2|ATGL|FP17548|iPLA2zeta	0.02	patatin like phospholipase domain containing 2	protein-coding gene	1	Ectoderm	Brain	0	0.00268097	0.0161188	0.0216526
ENSG00000105643	Mm Hs	ARRDC2	Oligodendrocytes	CLONE24945|PP2703	0.001	arrestin domain containing 2	protein-coding gene	1	Ectoderm	Brain	0	0.0187668	0.000948167	0.000202361
ENSG00000136960	Mm Hs	ENPP2	Oligodendrocytes	PD-IALPHA|PDNP2	0.08	ectonucleotide pyrophosphatase/phosphodiesterase 2	protein-coding gene	1	Ectoderm	Brain	1	0.994638	0.0243363	0.0456661
ENSG00000123104	Mm Hs	ITPR2	Oligodendrocytes	IP3R2|CFAP48	0.016	"inositol 1,4,5-trisphosphate receptor type 2"	protein-coding gene	1	Ectoderm	Brain	0	0.155496	0.005689	0.0109949
ENSG00000104327	Mm Hs	CALB1	Purkinje neurons	CALB	0.019	calbindin 1	protein-coding gene	1	Ectoderm	Brain	0	0.097561	0.00125313	0.0233741
ENSG00000183044	Mm Hs	ABAT	Purkinje neurons	GABAT	0.032	4-aminobutyrate aminotransferase	protein-coding gene	NA	Ectoderm	Brain	0	0.146341	0.00344612	0.0383773
ENSG00000176884	Mm Hs	GRIN1	Purkinje neurons	GluN1|NMDAR1	0.016	glutamate ionotropic receptor NMDA type subunit 1	protein-coding gene	NA	Ectoderm	Brain	0	0.219512	0.00125313	0.0198326
ENSG00000128683	Mm Hs	GAD1	Purkinje neurons	GAD	0.03	glutamate decarboxylase 1	protein-coding gene	1	Ectoderm	Brain	0	0.829268	0.00344612	0.0352222
ENSG00000094631	Mm Hs	HDAC6	Purkinje neurons	KIAA0901|JM21|HD6|FLJ16239|PPP1R90	0.006	histone deacetylase 6	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00344612	0.00695428
ENSG00000185532	Mm Hs	PRKG1	Purkinje neurons	PGK|PKG|PKG1|PRKGR1B|PRKG1B	0.002	protein kinase cGMP-dependent 1	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0037594	0.00206053
ENSG00000157087	Mm Hs	ATP2B2	Purkinje neurons	PMCA2	0.048	ATPase plasma membrane Ca2+ transporting 2	protein-coding gene	NA	Ectoderm	Brain	0	0.658537	0.00125313	0.0575016
ENSG00000138735	Mm Hs	PDE5A	Purkinje neurons	NA	0.011	phosphodiesterase 5A	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00407268	0.013651
ENSG00000096433	Mm Hs	ITPR3	Purkinje neurons	IP3R3	0.007	"inositol 1,4,5-trisphosphate receptor type 3"	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0134712	0.00643915
ENSG00000123360	Mm Hs	PDE1B	Purkinje neurons	PDES1B	0.006	phosphodiesterase 1B	protein-coding gene	NA	Ectoderm	Brain	0	0.0243902	0	0.00753381
ENSG00000115252	Mm Hs	PDE1A	Purkinje neurons	NA	0.018	phosphodiesterase 1A	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0216165	0.0177077
ENSG00000254550	Mm Hs	OMP	Purkinje neurons	NA	0.001	olfactory marker protein	protein-coding gene	NA	Ectoderm	Brain	0	0	0	0.00167418
ENSG00000160191	Mm Hs	PDE9A	Purkinje neurons	NA	0.003	phosphodiesterase 9A	protein-coding gene	NA	Ectoderm	Brain	0	0.0243902	0.0037594	0.00251127
ENSG00000102924	Mm Hs	CBLN1	Purkinje neurons	NA	0.005	cerebellin 1 precursor	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0150376	0.00373471
ENSG00000061794	Mm Hs	MRPS35	Purkinje neurons	MRPS28|MDS023	0.048	mitochondrial ribosomal protein S35	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0695489	0.0374759
ENSG00000100362	Mm Hs	PVALB	Purkinje neurons	D22S749	0.005	parvalbumin	protein-coding gene	NA	Ectoderm	Brain	0	0.170732	0.00344612	0.00540889
ENSG00000162105	Mm Hs	SHANK2	Purkinje neurons	CTTNBP1|ProSAP1|SHANK|SPANK-3|CORTBP1	0.002	SH3 and multiple ankyrin repeat domains 2	protein-coding gene	NA	Ectoderm	Brain	0	0.0243902	0.000626566	0.00289762
ENSG00000007402	Mm Hs	CACNA2D2	Purkinje neurons	KIAA0558	0.027	calcium voltage-gated channel auxiliary subunit alpha2delta 2	protein-coding gene	NA	Ectoderm	Brain	0	0.0487805	0.00125313	0.0343207
ENSG00000101198	Mm Hs	NKAIN4	Purkinje neurons	bA261N11.2|FAM77A|C20orf58	0.036	sodium/potassium transporting ATPase interacting 4	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00908521	0.0422408
ENSG00000174469	Mm Hs	CNTNAP2	Purkinje neurons	Caspr2|KIAA0868	0.037	contactin associated protein like 2	protein-coding gene	NA	Ectoderm	Brain	0	0.121951	0.0238095	0.0405023
ENSG00000180176	Mm Hs	TH	Purkinje neurons	DYT5b	0.002	tyrosine hydroxylase	protein-coding gene	NA	Ectoderm	Brain	0	0.0243902	0.0018797	0.00238249
ENSG00000100422	Mm Hs	CERK	Purkinje neurons	hCERK|FLJ23239|dA59H18.3|DKFZp434E0211|FLJ21430|KIAA1646|LK4|dA59H18.2	0.011	ceramide kinase	protein-coding gene	NA	Ectoderm	Brain	0	0.097561	0.0093985	0.0109466
ENSG00000160654	Mm Hs	CD3G	Purkinje neurons	NA	0.048	CD3g molecule	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0845865	0.0408886
ENSG00000177301	Mm Hs	KCNA2	Purkinje neurons	Kv1.2	0.019	potassium voltage-gated channel subfamily A member 2	protein-coding gene	NA	Ectoderm	Brain	0	0.146341	0	0.0240824
ENSG00000163393	Mm Hs	SLC22A15	Purkinje neurons	FLIPT1	0.017	solute carrier family 22 member 15	protein-coding gene	NA	Ectoderm	Brain	0	0.121951	0	0.0209916
ENSG00000166862	Mm Hs	CACNG2	Purkinje neurons	stargazin|MGC138502|MGC138504	0.014	calcium voltage-gated channel auxiliary subunit gamma 2	protein-coding gene	NA	Ectoderm	Brain	0	0.243902	0	0.0170637
ENSG00000143858	Mm Hs	SYT2	Purkinje neurons	NA	0.002	synaptotagmin 2	protein-coding gene	NA	Ectoderm	Brain	0	0.170732	0	0.00238249
ENSG00000168993	Mm Hs	CPLX1	Purkinje neurons	CPX-I	0.026	complexin 1	protein-coding gene	NA	Ectoderm	Brain	0	0.243902	0	0.0320026
ENSG00000144283	Mm Hs	PKP4	Purkinje neurons	p0071	0.03	plakophilin 4	protein-coding gene	NA	Ectoderm	Brain	0	0.146341	0.00720551	0.0356085
ENSG00000156113	Mm Hs	KCNMA1	Purkinje neurons	KCa1.1|mSLO1|SLO	0.043	potassium calcium-activated channel subfamily M alpha 1	protein-coding gene	NA	Ectoderm	Brain	0	0.195122	0.0184837	0.0481648
ENSG00000181790	Mm Hs	ADGRB1	Purkinje neurons	BAI1	0.019	adhesion G protein-coupled receptor B1	protein-coding gene	NA	Ectoderm	Brain	0	0.292683	0.000313283	0.022859
ENSG00000164588	Mm Hs	HCN1	Purkinje neurons	BCNG-1|HAC-2|BCNG1	0.005	hyperpolarization activated cyclic nucleotide gated potassium channel 1	protein-coding gene	NA	Ectoderm	Brain	0	0.146341	0	0.00585963
ENSG00000155886	Mm Hs	SLC24A2	Purkinje neurons	NCKX2	0.026	solute carrier family 24 member 2	protein-coding gene	NA	Ectoderm	Brain	0	0.146341	0.00783208	0.0304572
ENSG00000022355	Mm Hs	GABRA1	Purkinje neurons	EJM5	0.027	gamma-aminobutyric acid type A receptor alpha1 subunit	protein-coding gene	NA	Ectoderm	Brain	0	0.121951	0.000313283	0.0320026
ENSG00000139182	Mm Hs	CLSTN3	Purkinje neurons	CSTN3|KIAA0726|CDHR14	0.033	calsyntenin 3	protein-coding gene	NA	Ectoderm	Brain	0	0.121951	0.00250627	0.0405023
ENSG00000185052	Mm Hs	SLC24A3	Purkinje neurons	NA	0.013	solute carrier family 24 member 3	protein-coding gene	NA	Ectoderm	Brain	0	0.0731707	0.000313283	0.0157759
ENSG00000132535	Mm Hs	DLG4	Purkinje neurons	PSD-95|PSD95|SAP90|SAP-90	0.022	discs large MAGUK scaffold protein 4	protein-coding gene	NA	Ectoderm	Brain	0	0.097561	0.000313283	0.0278815
ENSG00000146910	Mm Hs	CNPY1	Purkinje neurons	NA	0.001	canopy FGF signaling regulator 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0243902	0	0.000708306
ENSG00000124140	Mm Hs	SLC12A5	Purkinje neurons	KIAA1176|KCC2	0.048	solute carrier family 12 member 5	protein-coding gene	NA	Ectoderm	Brain	0	0.439024	0.0037594	0.0573084
ENSG00000101438	Mm Hs	SLC32A1	Purkinje neurons	VGAT|bA122O1.1|VIAAT	0.026	solute carrier family 32 member 1	protein-coding gene	NA	Ectoderm	Brain	0	0.439024	0.00156642	0.0311655
ENSG00000125675	Mm Hs	GRIA3	Purkinje neurons	GluA3|GLURC|MRX94|GLUR3	0.02	glutamate ionotropic receptor AMPA type subunit 3	protein-coding gene	NA	Ectoderm	Brain	0	0.170732	0.00219298	0.0227302
ENSG00000070808	Mm Hs	CAMK2A	Purkinje neurons	KIAA0968|CAMKA	0.026	calcium/calmodulin dependent protein kinase II alpha	protein-coding gene	NA	Ectoderm	Brain	0	0.341463	0	0.0309723
ENSG00000181195	Mm Hs	PENK	Purkinje neurons	NA	0.02	proenkephalin	protein-coding gene	NA	Ectoderm	Brain	0	0.097561	0.0275689	0.0194462
ENSG00000010818	Mm Hs	HIVEP2	Purkinje neurons	MBP-2|HIV-EP2|MIBP1|ZAS2|Schnurri-2|ZNF40B	0.055	human immunodeficiency virus type I enhancer binding protein 2	protein-coding gene	NA	Ectoderm	Brain	0	0.439024	0.00250627	0.0675467
ENSG00000175352	Mm Hs	NRIP3	Purkinje neurons	C11orf14	0.021	nuclear receptor interacting protein 3	protein-coding gene	NA	Ectoderm	Brain	0	0.390244	0.0322682	0.0180296
ENSG00000179981	Mm Hs	TSHZ1	Purkinje neurons	NY-CO-33|SDCCAG33	0.015	teashirt zinc finger homeobox 1	protein-coding gene	NA	Ectoderm	Brain	0	0.390244	0.00469925	0.0171281
ENSG00000183570	Mm Hs	PCBP3	Purkinje neurons	FLJ44028|PCBP3-OT1|PCBP3OT	0.02	poly(rC) binding protein 3	protein-coding gene	NA	Ectoderm	Brain	0	0.317073	0.00250627	0.0237605
ENSG00000160360	Mm Hs	GPSM1	Purkinje neurons	DKFZP727I051	0.004	G protein signaling modulator 1	protein-coding gene	NA	Ectoderm	Brain	0	0.268293	0.00093985	0.00450741
ENSG00000175175	Mm Hs	PPM1E	Purkinje neurons	POPX1|KIAA1072|PP2CH|CaMKP-N	0.014	"protein phosphatase, Mg2+/Mn2+ dependent 1E"	protein-coding gene	NA	Ectoderm	Brain	0	0.317073	0.00344612	0.0163554
ENSG00000170579	Mm Hs	DLGAP1	Purkinje neurons	GKAP|SAPAP1|DAP-1	0.036	DLG associated protein 1	protein-coding gene	NA	Ectoderm	Brain	0	0.707317	0.00219298	0.0429491
ENSG00000168243	Mm Hs	GNG4	Purkinje neurons	NA	0.013	G protein subunit gamma 4	protein-coding gene	NA	Ectoderm	Brain	0	0.243902	0.0175439	0.0112041
ENSG00000234965	Mm Hs	SHISA8	Purkinje neurons	Orf26|C22orf17	0.004	shisa family member 8	protein-coding gene	NA	Ectoderm	Brain	0	0.414634	0	0.0045718
ENSG00000163630	Mm Hs	SYNPR	Purkinje neurons	MGC26651	0.022	synaptoporin	protein-coding gene	NA	Ectoderm	Brain	0	0.585366	0.00093985	0.0261429
ENSG00000154229	Mm Hs	PRKCA	Purkinje neurons	PKCA	0.033	protein kinase C alpha	protein-coding gene	NA	Ectoderm	Brain	0	0.463415	0.0153509	0.0358017
ENSG00000248485	Mm Hs	PCP4L1	Purkinje neurons	IQM1	0.044	Purkinje cell protein 4 like 1	protein-coding gene	NA	Ectoderm	Brain	0	0.487805	0	0.0542176
ENSG00000183036	Mm Hs	PCP4	Purkinje neurons	PEP-19	0.083	Purkinje cell protein 4	protein-coding gene	1	Ectoderm	Brain	0	0.731707	0.0194236	0.0954282
ENSG00000105143	Mm Hs	SLC1A6	Purkinje neurons	EAAT4	0.003	solute carrier family 1 member 6	protein-coding gene	1	Ectoderm	Brain	0	0.0487805	0.00313283	0.00283323
ENSG00000152208	Mm Hs	GRID2	Purkinje neurons	GluD2|GluR-delta-2	0.005	glutamate ionotropic receptor delta type subunit 2	protein-coding gene	1	Ectoderm	Brain	0	0.0487805	0.0162907	0.00257566
ENSG00000136750	Mm Hs	GAD2	Purkinje neurons	GAD65	0.073	glutamate decarboxylase 2	protein-coding gene	1	Ectoderm	Brain	0	0.463415	0.0244361	0.0857695
ENSG00000198851	Mm Hs	CD3E	Pyramidal cells	NA	0.041	CD3e molecule	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0996241	0.0298651
ENSG00000132535	Mm Hs	DLG4	Pyramidal cells	PSD-95|PSD95|SAP90|SAP-90	0.022	discs large MAGUK scaffold protein 4	protein-coding gene	NA	Ectoderm	Brain	0	0	0.000313283	0.0280668
ENSG00000070808	Mm Hs	CAMK2A	Pyramidal cells	KIAA0968|CAMKA	0.026	calcium/calmodulin dependent protein kinase II alpha	protein-coding gene	NA	Ectoderm	Brain	0	1	0	0.0317277
ENSG00000152822	Mm Hs	GRM1	Pyramidal cells	GPRC1A|mGlu1|MGLUR1|PPP1R85	0.004	glutamate metabotropic receptor 1	protein-coding gene	1	Ectoderm	Brain	0	0	0	0.00500963
ENSG00000168959	Mm Hs	GRM5	Pyramidal cells	MGLUR5|GPRC1E|mGlu5|PPP1R86	0.033	glutamate metabotropic receptor 5	protein-coding gene	1	Ectoderm	Brain	0	1	0	0.0420039
ENSG00000136535	Mm Hs	TBR1	Pyramidal cells	NA	0.018	"T-box, brain 1"	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00125313	0.022158
ENSG00000185668	Mm Hs	POU3F1	Pyramidal cells	OCT6|SCIP|OTF6	0.013	POU class 3 homeobox 1	protein-coding gene	NA	Ectoderm	Brain	0	0	0.000313283	0.016763
ENSG00000135638	Mm Hs	EMX1	Pyramidal cells	NA	0.023	empty spiracles homeobox 1	protein-coding gene	1	Ectoderm	Brain	0	0	0	0.0291586
ENSG00000153266	Mm Hs	FEZF2	Pyramidal cells	FLJ10142|FKSG36|TOF|FEZL|Zfp312|ZNF312	0.008	FEZ family zinc finger 2	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00093985	0.00976236
ENSG00000154146	Mm Hs	NRGN	Pyramidal cells	NA	0.031	neurogranin	protein-coding gene	NA	Ectoderm	Brain	0	1	0.0109649	0.0344894
ENSG00000125675	Mm Hs	GRIA3	Pyramidal cells	GluA3|GLURC|MRX94|GLUR3	0.02	glutamate ionotropic receptor AMPA type subunit 3	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00219298	0.0231214
ENSG00000229453	Mm Hs	SPINK8	Pyramidal cells	NA	0.002	"serine peptidase inhibitor, Kazal type 8 (putative)"	protein-coding gene	1	Ectoderm	Brain	0	0	0.000626566	0.0029544
ENSG00000183036	Mm Hs	PCP4	Pyramidal cells	PEP-19	0.083	Purkinje cell protein 4	protein-coding gene	1	Ectoderm	Brain	0	1	0.0194236	0.0970456
ENSG00000163630	Mm Hs	SYNPR	Pyramidal cells	MGC26651	0.022	synaptoporin	protein-coding gene	1	Ectoderm	Brain	0	1	0.00093985	0.027553
ENSG00000153234	Mm Hs	NR4A2	Pyramidal cells	TINUR|NOT|RNR1|HZF-3|NURR1	0.033	nuclear receptor subfamily 4 group A member 2	protein-coding gene	1	Ectoderm	Brain	0	0	0.0780075	0.025562
ENSG00000204305	Mm Hs	AGER	Pyramidal cells	SCARJ1	0.011	advanced glycosylation end-product specific receptor	protein-coding gene	1	Ectoderm	Brain	0	0	0.00125313	0.0135517
ENSG00000105464	Mm Hs	GRIN2D	Pyramidal cells	GluN2D|EB11|NR2D|NMDAR2D	0.002	glutamate ionotropic receptor NMDA type subunit 2D	protein-coding gene	1	Ectoderm	Brain	0	0	0	0.00199101
ENSG00000104783	Mm Hs	KCNN4	Pyramidal cells	KCa3.1|hSK4|hKCa4|hIKCa1|IK	0.027	potassium calcium-activated channel subfamily N member 4	protein-coding gene	1	Ectoderm	Brain	0	0	0.0100251	0.0294155
ENSG00000173406	Mm Hs	DAB1	Pyramidal cells	NA	0.045	"DAB1, reelin adaptor protein"	protein-coding gene	1	Ectoderm	Brain	0	1	0.0018797	0.0567758
ENSG00000136280	Mm Hs	CCM2	Pyramidal cells	MGC4607|OSM|C7orf22	0.052	CCM2 scaffold protein	protein-coding gene	1	Ectoderm	Brain	0	0	0.0435464	0.0506101
ENSG00000104327	Mm Hs	CALB1	Pyramidal cells	CALB	0.019	calbindin 1	protein-coding gene	1	Ectoderm	Brain	0	0	0.00125313	0.023571
ENSG00000169252	Mm Hs	ADRB2	Pyramidal cells	ADRBR|B2AR|ADRB2R	0.016	adrenoceptor beta 2	protein-coding gene	1	Ectoderm	Brain	0	0	0.0100251	0.018176
ENSG00000158445	Mm Hs	KCNB1	Pyramidal cells	Kv2.1	0.015	potassium voltage-gated channel subfamily B member 1	protein-coding gene	1	Ectoderm	Brain	0	0	0.000313283	0.0192678
ENSG00000182674	Mm Hs	KCNB2	Pyramidal cells	Kv2.2	0.007	potassium voltage-gated channel subfamily B member 2	protein-coding gene	1	Ectoderm	Brain	0	0	0	0.00834939
ENSG00000075043	Mm Hs	KCNQ2	Pyramidal cells	Kv7.2|ENB1|KCNA11|HNSPC	0.014	potassium voltage-gated channel subfamily Q member 2	protein-coding gene	1	Ectoderm	Brain	0	0	0.0228697	0.0130379
ENSG00000184156	Mm Hs	KCNQ3	Pyramidal cells	Kv7.3|EBN2	0.017	potassium voltage-gated channel subfamily Q member 3	protein-coding gene	1	Ectoderm	Brain	0	0	0.00093985	0.0206166
ENSG00000119042	Mm Hs	SATB2	Pyramidal cells	KIAA1034|FLJ21474	0.015	SATB homeobox 2	protein-coding gene	1	Ectoderm	Brain	0	0	0.00407268	0.0184329
ENSG00000180914	Mm Hs	OXTR	Pyramidal cells	NA	0.001	oxytocin receptor	protein-coding gene	1	Ectoderm	Brain	0	0	0.000626566	0.00166988
ENSG00000187094	Mm Hs	CCK	Pyramidal cells	NA	0.033	cholecystokinin	protein-coding gene	1	Ectoderm	Brain	0	0	0.00344612	0.0385356
ENSG00000184408	Mm Hs	KCND2	Pyramidal cells	Kv4.2|RK5|KIAA1044	0.009	potassium voltage-gated channel subfamily D member 2	protein-coding gene	1	Ectoderm	Brain	0	0	0.00093985	0.0106615
ENSG00000171385	Mm Hs	KCND3	Pyramidal cells	Kv4.3|KSHIVB|SCA22|SCA19	0.004	potassium voltage-gated channel subfamily D member 3	protein-coding gene	1	Ectoderm	Brain	0	0	0.00156642	0.00533076
ENSG00000007372	Mm Hs	PAX6	Radial glia cells	D11S812E|AN2	0.049	paired box 6	protein-coding gene	1	Ectoderm	Brain	0	0	0.014411	0.0590238
ENSG00000079215	Mm Hs	SLC1A3	Radial glia cells	EAAT1|GLAST|EA6	0.074	solute carrier family 1 member 3	protein-coding gene	1	Ectoderm	Brain	0	1	0.0109649	0.0901734
ENSG00000170962	Mm Hs	PDGFD	Radial glia cells	SCDGF-B|MSTP036|IEGF	0.003	platelet derived growth factor D	protein-coding gene	1	Ectoderm	Brain	0	0	0.0037594	0.0026975
ENSG00000106571	Mm Hs	GLI3	Radial glia cells	PAP-A|PAPA1|PAPB|ACLS|PPDIV|GCPS|PHS	0.003	GLI family zinc finger 3	protein-coding gene	1	Ectoderm	Brain	0	0	0.0056391	0.00218369
ENSG00000074181	Mm Hs	NOTCH3	Radial glia cells	CASIL|CADASIL	0.02	notch 3	protein-coding gene	1	Ectoderm	Brain	0	0	0.014411	0.0220938
ENSG00000162692	Mm Hs	VCAM1	Radial glia cells	CD106	0.041	vascular cell adhesion molecule 1	protein-coding gene	1	Ectoderm	Brain	0	1	0.00720551	0.0491329
ENSG00000197921	Mm Hs	HES5	Radial glia cells	bHLHb38	0.036	hes family bHLH transcription factor 5	protein-coding gene	1	Ectoderm	Brain	0	1	0.00125313	0.0422608
ENSG00000205927	Mm Hs	OLIG2	Radial glia cells	RACK17|OLIGO2|bHLHe19|PRKCBP2|BHLHB1	0.039	oligodendrocyte transcription factor 2	protein-coding gene	1	Ectoderm	Brain	0	0	0.00156642	0.0493899
ENSG00000131095	Mm Hs	GFAP	Radial glia cells	FLJ45472	0.013	glial fibrillary acidic protein	protein-coding gene	1	Ectoderm	Brain	0	1	0.0056391	0.0149004
ENSG00000170370	Mm Hs	EMX2	Radial glia cells	NA	0.027	empty spiracles homeobox 2	protein-coding gene	1	Ectoderm	Brain	0	0	0.0112782	0.0316635
ENSG00000179242	Mm Hs	CDH4	Radial glia cells	NA	0.017	cadherin 4	protein-coding gene	1	Ectoderm	Brain	0	1	0.000313283	0.0203597
ENSG00000164056	Mm Hs	SPRY1	Radial glia cells	hSPRY1	0.019	sprouty RTK signaling antagonist 1	protein-coding gene	1	Ectoderm	Brain	0	0	0.0303885	0.0169557
ENSG00000168646	Mm Hs	AXIN2	Radial glia cells	MGC126582|DKFZp781B0869	0.006	axin 2	protein-coding gene	1	Ectoderm	Brain	0	1	0.000626566	0.00796403
ENSG00000178796	Mm Hs	RIIAD1	Radial glia cells	FLJ36032|NCRNA00166|C1orf230	0.019	regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1	protein-coding gene	1	Ectoderm	Brain	0	1	0.0119048	0.02158
ENSG00000158887	Mm Hs	MPZ	Schwann cells	HMSNIB|CMT2I|CMT2J|CMT1|CMT1B	0.002	myelin protein zero	protein-coding gene	1	Ectoderm	Brain	0	0.218391	0.00219298	0.000581245
ENSG00000132470	Mm Hs	ITGB4	Schwann cells	CD104	0.013	integrin subunit beta 4	protein-coding gene	1	Ectoderm	Brain	0	0.0114943	0.0140977	0.0136916
ENSG00000135862	Mm Hs	LAMC1	Schwann cells	LAMB2	0.058	laminin subunit gamma 1	protein-coding gene	NA	Ectoderm	Brain	0	0.126437	0.0507519	0.0596745
ENSG00000160307	Mm Hs	S100B	Schwann cells	S100beta	0.066	S100 calcium binding protein B	protein-coding gene	1	Ectoderm	Brain	0	0.83908	0.033208	0.0702015
ENSG00000185668	Mm Hs	POU3F1	Schwann cells	OCT6|SCIP|OTF6	0.013	POU class 3 homeobox 1	protein-coding gene	1	Ectoderm	Brain	0	0.149425	0.000313283	0.0160165
ENSG00000131095	Mm Hs	GFAP	Schwann cells	FLJ45472	0.013	glial fibrillary acidic protein	protein-coding gene	1	Ectoderm	Brain	0	0.091954	0.0056391	0.0145311
ENSG00000105695	Mm Hs	MAG	Schwann cells	SIGLEC4A|SIGLEC-4A|S-MAG|GMA	0.045	myelin associated glycoprotein	protein-coding gene	1	Ectoderm	Brain	0	0.045977	0.0109649	0.0537329
ENSG00000184221	Mm Hs	OLIG1	Schwann cells	BHLHB6|bHLHe21	0.066	oligodendrocyte transcription factor 1	protein-coding gene	1	Ectoderm	Brain	0	0	0.00438596	0.0827306
ENSG00000128311	Mm Hs	TST	Schwann cells	NA	0.047	thiosulfate sulfurtransferase	protein-coding gene	NA	Ectoderm	Brain	0	0.0344828	0.0194236	0.0539912
